# q*x Normalized_I
1.037415e+00 4.090284e-01
1.037745e+00 4.070107e-01
1.038860e+00 4.020263e-01
1.042328e+00 3.898823e-01
1.042701e+00 4.064277e-01
1.042883e+00 3.735809e-01
1.044455e+00 4.039188e-01
1.044897e+00 4.064761e-01
1.047470e+00 3.984583e-01
1.048996e+00 4.121133e-01
1.051166e+00 4.005094e-01
1.052014e+00 3.890771e-01
1.052379e+00 4.026292e-01
1.054086e+00 3.903709e-01
1.055290e+00 4.113860e-01
1.056081e+00 3.931510e-01
1.057876e+00 3.972050e-01
1.059862e+00 4.016791e-01
1.061585e+00 4.083833e-01
1.064586e+00 3.973004e-01
1.064692e+00 3.948910e-01
1.065844e+00 3.840772e-01
1.067344e+00 3.939803e-01
1.067880e+00 4.161730e-01
1.071297e+00 3.957709e-01
1.072382e+00 3.831916e-01
1.073302e+00 3.893886e-01
1.074174e+00 4.019881e-01
1.074826e+00 3.857879e-01
1.077601e+00 3.829217e-01
1.078007e+00 3.941063e-01
1.079285e+00 3.627148e-01
1.080469e+00 3.941636e-01
1.081913e+00 3.856853e-01
1.082309e+00 3.968476e-01
1.084717e+00 3.867477e-01
1.086764e+00 4.043921e-01
1.089359e+00 3.818011e-01
1.089791e+00 3.875229e-01
1.090523e+00 3.824442e-01
1.091428e+00 3.889974e-01
1.092751e+00 3.765153e-01
1.093058e+00 3.931569e-01
1.097273e+00 3.945288e-01
1.098138e+00 3.891647e-01
1.099134e+00 3.855852e-01
1.099353e+00 3.906140e-01
1.101117e+00 3.743724e-01
1.104756e+00 3.788660e-01
1.104848e+00 3.900420e-01
1.105647e+00 3.965590e-01
1.107744e+00 3.768589e-01
1.111559e+00 3.801050e-01
1.111942e+00 3.793961e-01
1.112238e+00 3.705159e-01
1.112875e+00 3.687043e-01
1.113119e+00 3.698054e-01
1.115687e+00 3.521023e-01
1.116355e+00 3.806679e-01
1.118237e+00 3.696810e-01
1.118269e+00 3.891269e-01
1.119720e+00 3.811678e-01
1.124531e+00 3.852969e-01
1.124633e+00 3.698932e-01
1.124966e+00 3.765823e-01
1.124979e+00 3.823195e-01
1.127203e+00 3.654874e-01
1.130826e+00 3.864917e-01
1.131690e+00 3.770484e-01
1.133488e+00 3.626485e-01
1.133576e+00 3.702317e-01
1.134685e+00 3.641280e-01
1.136391e+00 3.629539e-01
1.137121e+00 3.767462e-01
1.138400e+00 3.802609e-01
1.142167e+00 3.758757e-01
1.142187e+00 3.708432e-01
1.143415e+00 3.777566e-01
1.145110e+00 3.824493e-01
1.148149e+00 3.602363e-01
1.149649e+00 3.738549e-01
1.149710e+00 3.758451e-01
1.150797e+00 3.671732e-01
1.151821e+00 3.736940e-01
1.152089e+00 3.426591e-01
1.153856e+00 3.588581e-01
1.156005e+00 3.724901e-01
1.157132e+00 3.670025e-01
1.158531e+00 3.889391e-01
1.159408e+00 3.647622e-01
1.159907e+00 3.560030e-01
1.162299e+00 3.783028e-01
1.164614e+00 3.653369e-01
1.165241e+00 3.725022e-01
1.168019e+00 3.615812e-01
1.168594e+00 3.735018e-01
1.171665e+00 3.562612e-01
1.171952e+00 3.706133e-01
1.172096e+00 3.622396e-01
1.174225e+00 3.519336e-01
1.174888e+00 3.715505e-01
1.176629e+00 3.604442e-01
1.178662e+00 3.838999e-01
1.179579e+00 3.630958e-01
1.181183e+00 3.659504e-01
1.183423e+00 3.507913e-01
1.185240e+00 3.592243e-01
1.185372e+00 3.532822e-01
1.187061e+00 3.614707e-01
1.187478e+00 3.654319e-01
1.188491e+00 3.327023e-01
1.192083e+00 4.006982e-01
1.193772e+00 3.634536e-01
1.193850e+00 3.555550e-01
1.194543e+00 3.619948e-01
1.194593e+00 3.477985e-01
1.195181e+00 3.454328e-01
1.198793e+00 3.628126e-01
1.200067e+00 3.644186e-01
1.202026e+00 3.593457e-01
1.202461e+00 3.539059e-01
1.205503e+00 3.602747e-01
1.206362e+00 3.557021e-01
1.206938e+00 3.483337e-01
1.209508e+00 3.514408e-01
1.211072e+00 3.527043e-01
1.212214e+00 3.542066e-01
1.212656e+00 3.591572e-01
1.214962e+00 3.412910e-01
1.216990e+00 3.539245e-01
1.218696e+00 3.425869e-01
1.218924e+00 3.521427e-01
1.218951e+00 3.557324e-01
1.219682e+00 3.494453e-01
1.224472e+00 3.545133e-01
1.224893e+00 3.256988e-01
1.225246e+00 3.597975e-01
1.225634e+00 3.561629e-01
1.228293e+00 3.481124e-01
1.230454e+00 3.379203e-01
1.231540e+00 3.579650e-01
1.231955e+00 3.511456e-01
1.232344e+00 3.547478e-01
1.235330e+00 3.368235e-01
1.236903e+00 3.441161e-01
1.237835e+00 3.518177e-01
1.239055e+00 3.535945e-01
1.239437e+00 3.446716e-01
1.242212e+00 3.376331e-01
1.244130e+00 3.502662e-01
1.245514e+00 3.423845e-01
1.245765e+00 3.464124e-01
1.246919e+00 3.484179e-01
1.250424e+00 3.477161e-01
1.252475e+00 3.514765e-01
1.253970e+00 3.345573e-01
1.254125e+00 3.484790e-01
1.254402e+00 3.504220e-01
1.255699e+00 3.307472e-01
1.256719e+00 3.487365e-01
1.259186e+00 3.452187e-01
1.261295e+00 3.167643e-01
1.261884e+00 3.411810e-01
1.262735e+00 3.404977e-01
1.263013e+00 3.478057e-01
1.265728e+00 3.290748e-01
1.265896e+00 3.438702e-01
1.269308e+00 3.455363e-01
1.269366e+00 3.423705e-01
1.271346e+00 3.375133e-01
1.272606e+00 3.411066e-01
1.275603e+00 3.390507e-01
1.276067e+00 3.249482e-01
1.276849e+00 3.461561e-01
1.277486e+00 3.271601e-01
1.279317e+00 3.394170e-01
1.279956e+00 3.223765e-01
1.281897e+00 3.432295e-01
1.284331e+00 3.351093e-01
1.286027e+00 3.366107e-01
1.288192e+00 3.430782e-01
1.288567e+00 3.370284e-01
1.289244e+00 3.263892e-01
1.291813e+00 3.340018e-01
1.292737e+00 3.378687e-01
1.294487e+00 3.362603e-01
1.296436e+00 3.211882e-01
1.297177e+00 3.228006e-01
1.297697e+00 3.084659e-01
1.299296e+00 3.242602e-01
1.299448e+00 3.364412e-01
1.300781e+00 3.334676e-01
1.301002e+00 3.226000e-01
1.305788e+00 3.157503e-01
1.306158e+00 3.364139e-01
1.306778e+00 3.409186e-01
1.307076e+00 3.328139e-01
1.312760e+00 3.230010e-01
1.312868e+00 3.336463e-01
1.313371e+00 3.281371e-01
1.314260e+00 3.382758e-01
1.314399e+00 3.296149e-01
1.316804e+00 3.166037e-01
1.319579e+00 3.302248e-01
1.319665e+00 3.259785e-01
1.321742e+00 3.383940e-01
1.323009e+00 3.222582e-01
1.324518e+00 3.196373e-01
1.325960e+00 3.307833e-01
1.326289e+00 3.283722e-01
1.329225e+00 3.435746e-01
1.331620e+00 3.186472e-01
1.332254e+00 3.241751e-01
1.332999e+00 3.237054e-01
1.334099e+00 2.999769e-01
1.336275e+00 3.147515e-01
1.336707e+00 3.285843e-01
1.337173e+00 3.112880e-01
1.338549e+00 3.252915e-01
1.339710e+00 3.278647e-01
1.340230e+00 3.186807e-01
1.344189e+00 3.208741e-01
1.344844e+00 3.154158e-01
1.346420e+00 3.237115e-01
1.348033e+00 3.117894e-01
1.348841e+00 3.187575e-01
1.351138e+00 3.194517e-01
1.351672e+00 3.205055e-01
1.353130e+00 3.216189e-01
1.357433e+00 3.180332e-01
1.357452e+00 3.138759e-01
1.357541e+00 3.081934e-01
1.359154e+00 3.182343e-01
1.359791e+00 3.121016e-01
1.359841e+00 3.187530e-01
1.363728e+00 3.084000e-01
1.366062e+00 3.157246e-01
1.366551e+00 3.235283e-01
1.366636e+00 3.188833e-01
1.370022e+00 3.087646e-01
1.370501e+00 2.934876e-01
1.371549e+00 3.080650e-01
1.373261e+00 3.187920e-01
1.374119e+00 3.153804e-01
1.374673e+00 3.115229e-01
1.376317e+00 3.138607e-01
1.377910e+00 3.035400e-01
1.379972e+00 3.145016e-01
1.381601e+00 3.160595e-01
1.382612e+00 3.107659e-01
1.383283e+00 3.096895e-01
1.383307e+00 3.048950e-01
1.386682e+00 3.094216e-01
1.388906e+00 3.074688e-01
1.389083e+00 3.114632e-01
1.391894e+00 3.123990e-01
1.393392e+00 3.084930e-01
1.395065e+00 3.053409e-01
1.395201e+00 3.043327e-01
1.396566e+00 3.092249e-01
1.398278e+00 2.981046e-01
1.400103e+00 3.044920e-01
1.400505e+00 3.083072e-01
1.401496e+00 3.075100e-01
1.404048e+00 3.102905e-01
1.406813e+00 3.073047e-01
1.406823e+00 3.016737e-01
1.406903e+00 2.856163e-01
1.407790e+00 3.085596e-01
1.409115e+00 3.036044e-01
1.411530e+00 3.074399e-01
1.413523e+00 3.035279e-01
1.414085e+00 3.150854e-01
1.417726e+00 3.024486e-01
1.418581e+00 3.005211e-01
1.418647e+00 2.945773e-01
1.419012e+00 3.058869e-01
1.420234e+00 2.985991e-01
1.420379e+00 2.979521e-01
1.426336e+00 3.024454e-01
1.426495e+00 3.053852e-01
1.426674e+00 3.111663e-01
1.426944e+00 3.027411e-01
1.430339e+00 2.980758e-01
1.432969e+00 2.962270e-01
1.433654e+00 2.941339e-01
1.433977e+00 3.004207e-01
1.434947e+00 3.011514e-01
1.439015e+00 2.903627e-01
1.439263e+00 3.108363e-01
1.440365e+00 2.985891e-01
1.441459e+00 2.981082e-01
1.442097e+00 2.949592e-01
1.443305e+00 2.794617e-01
1.443558e+00 2.985276e-01
1.445558e+00 2.991416e-01
1.447075e+00 2.924139e-01
1.448942e+00 2.986319e-01
1.451853e+00 3.018580e-01
1.452168e+00 2.984437e-01
1.453785e+00 2.883304e-01
1.453855e+00 2.924412e-01
1.456424e+00 2.982233e-01
1.458147e+00 2.985800e-01
1.459384e+00 2.875569e-01
1.460495e+00 2.877232e-01
1.460779e+00 2.965821e-01
1.463906e+00 2.980911e-01
1.464442e+00 2.961278e-01
1.465613e+00 2.868418e-01
1.467206e+00 2.947193e-01
